ShortLabel,ROcc_Hus,Geo
8744c352bffffff,3,Hex
8744c352cffffff,1,Hex
8744c352dffffff,1,Hex
8744c3540ffffff,1,Hex
8744c3541ffffff,2,Hex
8744c3542ffffff,0,Hex
8744c3543ffffff,1,Hex
8744c3544ffffff,0,Hex
8744c3545ffffff,2,Hex
8744c3546ffffff,0,Hex
8744c3548ffffff,3,Hex
8744c3549ffffff,2,Hex
8744c354affffff,0,Hex
8744c354bffffff,1,Hex
8744c354cffffff,8,Hex
8744c354dffffff,3,Hex
8744c354effffff,0,Hex
8744c3550ffffff,4,Hex
8744c3551ffffff,0,Hex
8744c3552ffffff,1,Hex
8744c3554ffffff,0,Hex
8744c3555ffffff,0,Hex
8744c3556ffffff,4,Hex
8744c3558ffffff,0,Hex
8744c3559ffffff,0,Hex
8744c355bffffff,3,Hex
8744c355cffffff,0,Hex
8744c355dffffff,0,Hex
8744c355effffff,0,Hex
8744c3560ffffff,0,Hex
8744c3563ffffff,0,Hex
8744c3565ffffff,5,Hex
8744c3566ffffff,0,Hex
8744c3568ffffff,2,Hex
8744c3569ffffff,0,Hex
8744c356affffff,0,Hex
8744c356cffffff,0,Hex
8744c356dffffff,1,Hex
8744c356effffff,1,Hex
8744c3570ffffff,2,Hex
8744c3571ffffff,0,Hex
8744c3572ffffff,2,Hex
8744c3573ffffff,0,Hex
8744c3574ffffff,0,Hex
8744c3575ffffff,1,Hex
8744c3576ffffff,2,Hex
8744c3600ffffff,4,Hex
8744c3601ffffff,1,Hex
8744c3602ffffff,0,Hex
8744c3603ffffff,4,Hex
8744c3604ffffff,2,Hex
8744c3605ffffff,1,Hex
8744c3606ffffff,10,Hex
8744c3608ffffff,7,Hex
8744c3609ffffff,7,Hex
8744c360affffff,14,Hex
8744c360bffffff,9,Hex
8744c360cffffff,5,Hex
8744c360dffffff,3,Hex
8744c360effffff,5,Hex
8744c3610ffffff,4,Hex
8744c3611ffffff,0,Hex
8744c3612ffffff,3,Hex
8744c3613ffffff,5,Hex
8744c3614ffffff,5,Hex
8744c3615ffffff,0,Hex
8744c3616ffffff,7,Hex
8744c3618ffffff,4,Hex
8744c3619ffffff,10,Hex
8744c361affffff,2,Hex
8744c361bffffff,11,Hex
8744c361cffffff,9,Hex
8744c361dffffff,13,Hex
8744c361effffff,7,Hex
8744c3620ffffff,0,Hex
8744c3621ffffff,1,Hex
8744c3622ffffff,1,Hex
8744c3623ffffff,1,Hex
8744c3625ffffff,0,Hex
8744c3628ffffff,1,Hex
8744c3629ffffff,4,Hex
8744c362affffff,0,Hex
8744c362bffffff,0,Hex
8744c362cffffff,0,Hex
8744c362dffffff,1,Hex
8744c362effffff,0,Hex
8744c3630ffffff,0,Hex
8744c3631ffffff,1,Hex
8744c3632ffffff,0,Hex
8744c3633ffffff,3,Hex
8744c3640ffffff,0,Hex
8744c3641ffffff,0,Hex
8744c3642ffffff,1,Hex
8744c3643ffffff,1,Hex
8744c3644ffffff,2,Hex
8744c3645ffffff,2,Hex
8744c3646ffffff,5,Hex
8744c3648ffffff,3,Hex
8744c364affffff,1,Hex
8744c364bffffff,17,Hex
8744c364cffffff,0,Hex
8744c364effffff,3,Hex
8744c3650ffffff,11,Hex
8744c3651ffffff,1,Hex
8744c3652ffffff,4,Hex
8744c3653ffffff,0,Hex
8744c3654ffffff,3,Hex
8744c3655ffffff,5,Hex
8744c3656ffffff,4,Hex
8744c3658ffffff,3,Hex
8744c3659ffffff,8,Hex
8744c365affffff,2,Hex
8744c365bffffff,6,Hex
8744c365cffffff,2,Hex
8744c365dffffff,3,Hex
8744c365effffff,1,Hex
8744c3660ffffff,3,Hex
8744c3661ffffff,3,Hex
8744c3662ffffff,2,Hex
8744c3663ffffff,7,Hex
8744c3664ffffff,4,Hex
8744c3665ffffff,10,Hex
8744c3666ffffff,5,Hex
8744c3668ffffff,24,Hex
8744c3669ffffff,7,Hex
8744c366affffff,0,Hex
8744c366cffffff,9,Hex
8744c366dffffff,28,Hex
8744c366effffff,4,Hex
8744c3670ffffff,0,Hex
8744c3672ffffff,2,Hex
8744c3673ffffff,7,Hex
8744c3674ffffff,1,Hex
8744c3675ffffff,1,Hex
8744c3676ffffff,0,Hex
8744c3689ffffff,5,Hex
8744c3869ffffff,1,Hex
8744c368cffffff,3,Hex
8744c368dffffff,2,Hex
8744c36a0ffffff,2,Hex
8744c36a1ffffff,7,Hex
8744c36a4ffffff,0,Hex
8744c36a8ffffff,2,Hex
8744c36a9ffffff,9,Hex
8744c36aaffffff,4,Hex
8744c36abffffff,3,Hex
8744c36acffffff,2,Hex
8744c36adffffff,9,Hex
8744c36aeffffff,6,Hex
8744c36c0ffffff,16,Hex
8744c36c1ffffff,30,Hex
8744c36c2ffffff,9,Hex
8744c36c3ffffff,9,Hex
8744c36c4ffffff,1,Hex
8744c36c5ffffff,18,Hex
8744c36c6ffffff,8,Hex
8744c36c8ffffff,35,Hex
8744c36c9ffffff,42,Hex
8744c36caffffff,23,Hex
8744c36cbffffff,102,Hex
8744c36ccffffff,42,Hex
8744c36cdffffff,3,Hex
8744c36ceffffff,34,Hex
8744c36d0ffffff,2,Hex
8744c36d1ffffff,5,Hex
8744c36d2ffffff,2,Hex
8744c36d3ffffff,2,Hex
8744c36d4ffffff,2,Hex
8744c36d5ffffff,2,Hex
8744c36d6ffffff,3,Hex
8744c36d8ffffff,6,Hex
8744c36d9ffffff,3,Hex
8744c36daffffff,5,Hex
8744c36dbffffff,17,Hex
8744c36dcffffff,2,Hex
8744c36ddffffff,34,Hex
8744c36deffffff,5,Hex
8744c36e0ffffff,11,Hex
8744c36e1ffffff,3,Hex
8744c36e2ffffff,5,Hex
8744c36e3ffffff,11,Hex
8744c36e4ffffff,116,Hex
8744c36e5ffffff,28,Hex
8744c36e6ffffff,50,Hex
8744c36e8ffffff,8,Hex
8744c36e9ffffff,4,Hex
8744c36eaffffff,13,Hex
8744c36ebffffff,20,Hex
8744c36ecffffff,15,Hex
8744c36edffffff,3,Hex
8744c36eeffffff,4,Hex
8744c36f0ffffff,10,Hex
8744c36f1ffffff,6,Hex
8744c36f2ffffff,12,Hex
8744c36f3ffffff,7,Hex
8744c36f4ffffff,31,Hex
8744c36f5ffffff,15,Hex
8744c36f6ffffff,14,Hex
8744c3701ffffff,2,Hex
8744c3703ffffff,1,Hex
8744c3704ffffff,1,Hex
8744c3705ffffff,1,Hex
8744c3706ffffff,2,Hex
8744c3708ffffff,0,Hex
8744c3709ffffff,0,Hex
8744c370bffffff,0,Hex
8744c370cffffff,4,Hex
8744c370dffffff,3,Hex
8744c370effffff,1,Hex
8744c3710ffffff,0,Hex
8744c1944ffffff,3,Hex
8744c3712ffffff,0,Hex
8744c3713ffffff,0,Hex
8744c3714ffffff,2,Hex
8744c3715ffffff,2,Hex
8744c3718ffffff,0,Hex
8744c371bffffff,0,Hex
8744c371cffffff,1,Hex
8744c371effffff,0,Hex
8744c3720ffffff,1,Hex
8744c3721ffffff,2,Hex
8744c3722ffffff,2,Hex
8744c3723ffffff,5,Hex
8744c3724ffffff,1,Hex
8744c3725ffffff,2,Hex
8744c3726ffffff,2,Hex
8744c3728ffffff,2,Hex
8744c3729ffffff,13,Hex
8744c372affffff,4,Hex
8744c372bffffff,0,Hex
8744c372cffffff,1,Hex
8744c372dffffff,7,Hex
8744c372effffff,4,Hex
8744c3730ffffff,2,Hex
8744c3731ffffff,1,Hex
8744c3732ffffff,3,Hex
8744c3733ffffff,2,Hex
8744c3734ffffff,1,Hex
8744c3735ffffff,1,Hex
8744c3736ffffff,0,Hex
8744c3740ffffff,8,Hex
8744c3741ffffff,3,Hex
8744c3742ffffff,2,Hex
8744c3743ffffff,1,Hex
8744c3744ffffff,1,Hex
8744c3745ffffff,2,Hex
8744c3746ffffff,4,Hex
8744c3748ffffff,5,Hex
8744c3749ffffff,1,Hex
8744c374affffff,4,Hex
8744c374bffffff,4,Hex
8744c374cffffff,1,Hex
8744c374dffffff,2,Hex
8744c374effffff,2,Hex
8744c3750ffffff,0,Hex
8744c3751ffffff,0,Hex
8744c3752ffffff,0,Hex
8744c3753ffffff,7,Hex
8744c3754ffffff,5,Hex
8744c3755ffffff,1,Hex
8744c3756ffffff,1,Hex
8744c3758ffffff,5,Hex
8744c3759ffffff,8,Hex
8744c375affffff,6,Hex
8744c375bffffff,2,Hex
8744c375cffffff,3,Hex
8744c375dffffff,3,Hex
8744c375effffff,7,Hex
8744c3760ffffff,4,Hex
8744c3761ffffff,8,Hex
8744c3762ffffff,1,Hex
8744c3763ffffff,23,Hex
8744c3764ffffff,160,Hex
8744c3765ffffff,8,Hex
8744c3766ffffff,65,Hex
8744c3768ffffff,15,Hex
8744c3769ffffff,2,Hex
8744c376affffff,8,Hex
8744c376bffffff,12,Hex
8744c376cffffff,4,Hex
8744c376dffffff,10,Hex
8744c376effffff,14,Hex
8744c3771ffffff,1,Hex
8744c3772ffffff,0,Hex
8744c3773ffffff,4,Hex
8744c3774ffffff,0,Hex
8744c3775ffffff,1,Hex
8744c3776ffffff,0,Hex
8744c3780ffffff,7,Hex
8744c3781ffffff,3,Hex
8744c3783ffffff,1,Hex
8744c3784ffffff,9,Hex
8744c3785ffffff,5,Hex
8744c3788ffffff,0,Hex
8744c3789ffffff,0,Hex
8744c378affffff,0,Hex
8744c378cffffff,3,Hex
8744c378dffffff,1,Hex
8744c378effffff,1,Hex
8744c37a0ffffff,1,Hex
8744c37a1ffffff,68,Hex
8744c37a2ffffff,3,Hex
8744c37a3ffffff,81,Hex
8744c37a4ffffff,1,Hex
8744c37a6ffffff,1,Hex
8744c37a8ffffff,1,Hex
8744c37a9ffffff,0,Hex
8744c37aaffffff,2,Hex
8744c37abffffff,0,Hex
8744c37acffffff,0,Hex
8744c37adffffff,0,Hex
8744c37aeffffff,63,Hex
8744c37b5ffffff,0,Hex
8744c3800ffffff,226,Hex
8744c3801ffffff,119,Hex
8744c3802ffffff,15,Hex
8744c3803ffffff,34,Hex
8744c3804ffffff,56,Hex
8744c3805ffffff,191,Hex
8744c3806ffffff,6,Hex
8744c3808ffffff,17,Hex
8744c3809ffffff,0,Hex
8744c380affffff,3,Hex
8744c380bffffff,1,Hex
8744c380dffffff,1,Hex
8744c380effffff,2,Hex
8744c3810ffffff,13,Hex
8744c3811ffffff,20,Hex
8744c3812ffffff,4,Hex
8744c3813ffffff,9,Hex
8744c3814ffffff,5,Hex
8744c3815ffffff,22,Hex
8744c3816ffffff,4,Hex
8744c3818ffffff,4,Hex
8744c3819ffffff,4,Hex
8744c381affffff,5,Hex
8744c381bffffff,6,Hex
8744c381cffffff,13,Hex
8744c381dffffff,9,Hex
8744c381effffff,20,Hex
8744c3820ffffff,2,Hex
8744c3821ffffff,3,Hex
8744c3823ffffff,17,Hex
8744c3824ffffff,1,Hex
8744c3825ffffff,0,Hex
8744c3826ffffff,0,Hex
8744c3828ffffff,3,Hex
8744c3829ffffff,7,Hex
8744c382affffff,31,Hex
8744c382bffffff,5,Hex
8744c382cffffff,4,Hex
8744c382dffffff,12,Hex
8744c382effffff,14,Hex
8744c3830ffffff,4,Hex
8744c3831ffffff,2,Hex
8744c3832ffffff,5,Hex
8744c3833ffffff,2,Hex
8744c3834ffffff,3,Hex
8744c3835ffffff,6,Hex
8744c3836ffffff,6,Hex
8744c3840ffffff,0,Hex
8744c3841ffffff,0,Hex
8744c3842ffffff,0,Hex
8744c3843ffffff,0,Hex
8744c3845ffffff,5,Hex
8744c3846ffffff,0,Hex
8744c3848ffffff,2,Hex
8744c3849ffffff,4,Hex
8744c384affffff,0,Hex
8744c384bffffff,1,Hex
8744c384cffffff,3,Hex
8744c384dffffff,5,Hex
8744c384effffff,0,Hex
8744c3850ffffff,2,Hex
8744c3851ffffff,0,Hex
8744c3852ffffff,1,Hex
8744c3853ffffff,0,Hex
8744c3855ffffff,0,Hex
8744c3856ffffff,0,Hex
8744c3858ffffff,1,Hex
8744c3859ffffff,0,Hex
8744c385affffff,2,Hex
8744c385bffffff,0,Hex
8744c385cffffff,0,Hex
8744c385dffffff,0,Hex
8744c385effffff,1,Hex
8744c3860ffffff,5,Hex
8744c3861ffffff,2,Hex
8744c3862ffffff,0,Hex
8744c3864ffffff,5,Hex
8744c3865ffffff,3,Hex
8744c3866ffffff,3,Hex
8744c3868ffffff,0,Hex
8744c386affffff,2,Hex
8744c3085ffffff,0,Hex
8744c1c55ffffff,3,Hex
8744c3086ffffff,2,Hex
8744c1c56ffffff,18,Hex
8744c386bffffff,2,Hex
8744c1945ffffff,0,Hex
8744c1c58ffffff,21,Hex
8744c3088ffffff,1,Hex
8744c1c59ffffff,29,Hex
8744c3089ffffff,3,Hex
8744c1c5affffff,6,Hex
8744c308affffff,0,Hex
8744c1c5bffffff,23,Hex
8744c308bffffff,4,Hex
8744c386cffffff,1,Hex
8744c1c5cffffff,23,Hex
8744c308dffffff,2,Hex
8744c386dffffff,2,Hex
8744c1c5dffffff,5,Hex
8744c386effffff,0,Hex
8744c308effffff,1,Hex
8744c1c5effffff,5,Hex
8744c3870ffffff,1,Hex
8744c3872ffffff,1,Hex
8744c3091ffffff,2,Hex
8744c1c60ffffff,9,Hex
8744c3873ffffff,1,Hex
8744c3093ffffff,2,Hex
8744c3874ffffff,2,Hex
8744c1c61ffffff,24,Hex
8744c3875ffffff,0,Hex
8744c1c62ffffff,0,Hex
8744c3094ffffff,6,Hex
8744c3880ffffff,1,Hex
8744c1c63ffffff,5,Hex
8744c3096ffffff,1,Hex
8744c1c64ffffff,28,Hex
8744c3098ffffff,0,Hex
8744c1c65ffffff,3,Hex
8744c3099ffffff,1,Hex
8744c1c66ffffff,7,Hex
8744c309affffff,0,Hex
8744c1c68ffffff,22,Hex
8744c309bffffff,0,Hex
8744c3881ffffff,7,Hex
8744c1c69ffffff,48,Hex
8744c3882ffffff,3,Hex
8744c309cffffff,3,Hex
8744c3883ffffff,3,Hex
8744c1c6affffff,23,Hex
8744c3884ffffff,3,Hex
8744c3885ffffff,2,Hex
8744c309dffffff,1,Hex
8744c3886ffffff,0,Hex
8744c1c6bffffff,22,Hex
8744c30a0ffffff,1,Hex
8744c3888ffffff,3,Hex
8744c1c6cffffff,18,Hex
8744c388affffff,1,Hex
8744c30a1ffffff,1,Hex
8744c1c6dffffff,31,Hex
8744c30a3ffffff,1,Hex
8744c1c6effffff,11,Hex
8744c30a4ffffff,3,Hex
8744c1c70ffffff,19,Hex
8744c30a5ffffff,0,Hex
8744c1c72ffffff,16,Hex
8744c1946ffffff,7,Hex
8744c388bffffff,3,Hex
8744c30a8ffffff,0,Hex
8744c1c73ffffff,0,Hex
8744c388cffffff,1,Hex
8744c30a9ffffff,0,Hex
8744c388dffffff,0,Hex
8744c1c74ffffff,7,Hex
8744c388effffff,8,Hex
8744c30aaffffff,3,Hex
8744c3890ffffff,2,Hex
8744c1c75ffffff,11,Hex
8744c30adffffff,0,Hex
8744c1c76ffffff,35,Hex
8744c30aeffffff,0,Hex
8744c1c80ffffff,6,Hex
8744c30b0ffffff,0,Hex
8744c1c81ffffff,1,Hex
8744c30b1ffffff,17,Hex
8744c1c82ffffff,16,Hex
8744c30b2ffffff,0,Hex
8744c1c83ffffff,4,Hex
8744c30b4ffffff,16,Hex
8744c1c84ffffff,38,Hex
8744c30b5ffffff,9,Hex
8744c1c85ffffff,1,Hex
8744c30b6ffffff,2,Hex
8744c1c86ffffff,233,Hex
8744c30c0ffffff,5,Hex
8744c1c88ffffff,6,Hex
8744c3891ffffff,2,Hex
8744c30c1ffffff,1,Hex
8744c3892ffffff,3,Hex
8744c1c89ffffff,4,Hex
8744c3893ffffff,2,Hex
8744c30c2ffffff,15,Hex
8744c3894ffffff,0,Hex
8744c1c8affffff,5,Hex
8744c30c3ffffff,8,Hex
8744c1c8bffffff,2,Hex
8744c30c4ffffff,4,Hex
8744c1c8cffffff,13,Hex
8744c30c5ffffff,3,Hex
8744c3895ffffff,0,Hex
8744c1c8dffffff,0,Hex
8744c3896ffffff,1,Hex
8744c1c8effffff,2,Hex
8744c30c6ffffff,9,Hex
8744c3898ffffff,4,Hex
8744c389affffff,0,Hex
8744c1c90ffffff,3,Hex
8744c30c8ffffff,100,Hex
8744c389bffffff,0,Hex
8744c1c91ffffff,1,Hex
8744c30c9ffffff,0,Hex
8744c1c92ffffff,1,Hex
8744c30caffffff,235,Hex
8744c1c93ffffff,2,Hex
8744c30cbffffff,41,Hex
8744c389cffffff,0,Hex
8744c1c94ffffff,3,Hex
8744c389dffffff,5,Hex
8744c30ccffffff,3,Hex
8744c30cdffffff,8,Hex
8744c389effffff,1,Hex
8744c1c95ffffff,14,Hex
8744c38a0ffffff,4,Hex
8744c30ceffffff,17,Hex
8744c1c96ffffff,5,Hex
8744c38a1ffffff,4,Hex
8744c30d0ffffff,7,Hex
8744c38a2ffffff,2,Hex
8744c30d1ffffff,25,Hex
8744c1c98ffffff,1,Hex
8744c38a3ffffff,1,Hex
8744c38a4ffffff,5,Hex
8744c30d2ffffff,15,Hex
8744c38a5ffffff,1,Hex
8744c1c99ffffff,2,Hex
8744c30d3ffffff,14,Hex
8744c1c9affffff,1,Hex
8744c30d4ffffff,1,Hex
8744c1c9bffffff,0,Hex
8744c30d5ffffff,1,Hex
8744c1c9cffffff,4,Hex
8744c38a6ffffff,4,Hex
8744c30d6ffffff,8,Hex
8744c38a8ffffff,137,Hex
8744c1c9dffffff,3,Hex
8744c38a9ffffff,33,Hex
8744c38aaffffff,0,Hex
8744c1c9effffff,5,Hex
8744c30d8ffffff,193,Hex
8744c1ca0ffffff,1,Hex
8744c38abffffff,9,Hex
8744c30d9ffffff,407,Hex
8744c38acffffff,5,Hex
8744c1ca1ffffff,1,Hex
8744c38adffffff,49,Hex
8744c30daffffff,0,Hex
8744c38aeffffff,1,Hex
8744c1ca2ffffff,6,Hex
8744c30dbffffff,0,Hex
8744c38b0ffffff,1,Hex
8744c1ca3ffffff,1,Hex
8744c30dcffffff,21,Hex
8744c1ca4ffffff,1,Hex
8744c30ddffffff,38,Hex
8744c38b1ffffff,0,Hex
8744c1ca5ffffff,2,Hex
8744c38b2ffffff,2,Hex
8744c30deffffff,59,Hex
8744c38b3ffffff,1,Hex
8744c1ca6ffffff,5,Hex
8744c30e0ffffff,1,Hex
8744c38b4ffffff,5,Hex
8744c1ca8ffffff,8,Hex
8744c38b5ffffff,9,Hex
8744c30e2ffffff,0,Hex
8744c1ca9ffffff,2,Hex
8744c30e3ffffff,0,Hex
8744c1caaffffff,7,Hex
8744c30e4ffffff,0,Hex
8744c1cabffffff,3,Hex
8744c30e5ffffff,2,Hex
8744c1cacffffff,1,Hex
8744c30e6ffffff,1,Hex
8744c1cadffffff,0,Hex
8744c30e8ffffff,1,Hex
8744c1caeffffff,1,Hex
8744c30e9ffffff,2,Hex
8744c1cb0ffffff,2,Hex
8744c30eaffffff,6,Hex
8744c1cb1ffffff,28,Hex
8744c30ebffffff,0,Hex
8744c1cb2ffffff,2,Hex
8744c30ecffffff,0,Hex
8744c1cb3ffffff,19,Hex
8744c30edffffff,0,Hex
8744c38b6ffffff,3,Hex
8744c1cb4ffffff,0,Hex
8744c38c0ffffff,3,Hex
8744c30eeffffff,0,Hex
8744c38c1ffffff,2,Hex
8744c1cb5ffffff,0,Hex
8744c38c2ffffff,0,Hex
8744c30f0ffffff,1,Hex
8744c38c3ffffff,1,Hex
8744c1cb6ffffff,3,Hex
8744c30f1ffffff,1,Hex
8744c1cc0ffffff,25,Hex
8744c30f2ffffff,0,Hex
8744c38c4ffffff,3,Hex
8744c1cc1ffffff,39,Hex
8744c38c5ffffff,2,Hex
8744c30f3ffffff,0,Hex
8744c38c6ffffff,0,Hex
8744c1cc2ffffff,8,Hex
8744c38c8ffffff,7,Hex
8744c30f4ffffff,0,Hex
8744c38c9ffffff,3,Hex
8744c1cc3ffffff,4,Hex
8744c30f5ffffff,0,Hex
8744c1cc4ffffff,23,Hex
8744c30f6ffffff,0,Hex
8744c1cc5ffffff,23,Hex
8744c3100ffffff,0,Hex
8744c38caffffff,0,Hex
8744c1cc6ffffff,20,Hex
8744c38ccffffff,8,Hex
8744c3101ffffff,0,Hex
8744c38cdffffff,9,Hex
8744c1cc8ffffff,4,Hex
8744c3102ffffff,7,Hex
8744c38d0ffffff,0,Hex
8744c38d1ffffff,0,Hex
8744c1cc9ffffff,1,Hex
8744c3103ffffff,1,Hex
8744c1ccaffffff,13,Hex
8744c3104ffffff,1,Hex
8744c1ccbffffff,40,Hex
8744c3105ffffff,0,Hex
8744c38d2ffffff,0,Hex
8744c1cccffffff,7,Hex
8744c38d3ffffff,0,Hex
8744c3106ffffff,0,Hex
8744c38d4ffffff,2,Hex
8744c1ccdffffff,0,Hex
8744c38d5ffffff,0,Hex
8744c3108ffffff,1,Hex
8744c38d6ffffff,0,Hex
8744c1cceffffff,6,Hex
8744c1948ffffff,64,Hex
8744c38d8ffffff,1,Hex
8744c38daffffff,0,Hex
8744c38dbffffff,5,Hex
8744c38dcffffff,3,Hex
8744c38ddffffff,3,Hex
8744c3109ffffff,1,Hex
8744c1cd0ffffff,3,Hex
8744c38e0ffffff,5,Hex
8744c310affffff,1,Hex
8744c38e1ffffff,0,Hex
8744c1cd1ffffff,8,Hex
8744c38e2ffffff,0,Hex
8744c310bffffff,4,Hex
8744c38e3ffffff,0,Hex
8744c1cd2ffffff,0,Hex
8744c310cffffff,0,Hex
8744c1cd3ffffff,0,Hex
8744c310dffffff,3,Hex
8744c1cd4ffffff,4,Hex
8744c310effffff,1,Hex
8744c1cd5ffffff,4,Hex
8744c3110ffffff,0,Hex
8744c1cd6ffffff,0,Hex
8744c3111ffffff,3,Hex
8744c1cd8ffffff,0,Hex
8744c3112ffffff,0,Hex
8744c1cd9ffffff,8,Hex
8744c3113ffffff,14,Hex
8744c1cdaffffff,2,Hex
8744c3114ffffff,0,Hex
8744c1cdbffffff,4,Hex
8744c3115ffffff,0,Hex
8744c1cdcffffff,0,Hex
8744c3116ffffff,0,Hex
8744c1949ffffff,224,Hex
8744c1cddffffff,14,Hex
8744c3118ffffff,3,Hex
8744c38e4ffffff,0,Hex
8744c1cdeffffff,4,Hex
8744c3119ffffff,3,Hex
8744c1ce0ffffff,34,Hex
8744c311affffff,5,Hex
8744c1ce1ffffff,20,Hex
8744c311bffffff,7,Hex
8744c1ce2ffffff,28,Hex
8744c311cffffff,1,Hex
8744c1ce3ffffff,115,Hex
8744c311dffffff,7,Hex
8744c1ce4ffffff,39,Hex
8744c311effffff,13,Hex
8744c38e5ffffff,1,Hex
8744c38e6ffffff,7,Hex
8744c1ce5ffffff,52,Hex
8744c3120ffffff,0,Hex
8744c38e8ffffff,0,Hex
8744c1ce6ffffff,56,Hex
8744c38e9ffffff,1,Hex
8744c3121ffffff,2,Hex
8744c1ce8ffffff,22,Hex
8744c3122ffffff,3,Hex
8744c1ce9ffffff,9,Hex
8744c3123ffffff,3,Hex
8744c38eaffffff,2,Hex
8744c1ceaffffff,17,Hex
8744c3125ffffff,0,Hex
8744c38ebffffff,3,Hex
8744c1cebffffff,23,Hex
8744c38ecffffff,0,Hex
8744c3126ffffff,0,Hex
8744c38f0ffffff,5,Hex
8744c1cecffffff,12,Hex
8744c38f1ffffff,18,Hex
8744c3128ffffff,0,Hex
8744c1cedffffff,2,Hex
8744c3129ffffff,0,Hex
8744c1ceeffffff,3,Hex
8744c312affffff,0,Hex
8744c1cf0ffffff,9,Hex
8744c312bffffff,2,Hex
8744c1cf1ffffff,30,Hex
8744c312dffffff,1,Hex
8744c1cf2ffffff,1,Hex
8744c312effffff,0,Hex
8744c1cf3ffffff,15,Hex
8744c3130ffffff,1,Hex
8744c1cf4ffffff,1,Hex
8744c3131ffffff,0,Hex
8744c1cf5ffffff,34,Hex
8744c3132ffffff,2,Hex
8744c1cf6ffffff,5,Hex
8744c3133ffffff,1,Hex
8744c1d01ffffff,2,Hex
8744c3134ffffff,2,Hex
8744c1d02ffffff,7,Hex
8744c38f2ffffff,2,Hex
8744c3135ffffff,1,Hex
8744c1d03ffffff,0,Hex
8744c38f3ffffff,3,Hex
8744c3136ffffff,5,Hex
8744c38f4ffffff,2,Hex
8744c1d04ffffff,0,Hex
8744c38f5ffffff,3,Hex
8744c3140ffffff,7,Hex
8744c38f6ffffff,1,Hex
8744c1d05ffffff,5,Hex
8744c3141ffffff,30,Hex
8744c3900ffffff,6,Hex
8744c1d08ffffff,13,Hex
8744c3901ffffff,13,Hex
8744c3142ffffff,5,Hex
8744c3902ffffff,0,Hex
8744c1d09ffffff,6,Hex
8744c3903ffffff,29,Hex
8744c3143ffffff,5,Hex
8744c3904ffffff,23,Hex
8744c1d0affffff,5,Hex
8744c3144ffffff,9,Hex
8744c1d0bffffff,4,Hex
8744c3145ffffff,26,Hex
8744c3905ffffff,21,Hex
8744c1d0cffffff,4,Hex
8744c3906ffffff,3,Hex
8744c3146ffffff,0,Hex
8744c3908ffffff,15,Hex
8744c3909ffffff,14,Hex
8744c1d0dffffff,5,Hex
8744c3148ffffff,1,Hex
8744c390affffff,16,Hex
8744c390bffffff,0,Hex
8744c1d0effffff,2,Hex
8744c3149ffffff,1,Hex
8744c1d10ffffff,0,Hex
8744c314affffff,11,Hex
8744c1d11ffffff,7,Hex
8744c314bffffff,1,Hex
8744c390cffffff,17,Hex
8744c1d12ffffff,1,Hex
8744c390dffffff,32,Hex
8744c314cffffff,3,Hex
8744c390effffff,39,Hex
8744c3910ffffff,5,Hex
8744c1d13ffffff,11,Hex
8744c314dffffff,0,Hex
8744c3911ffffff,0,Hex
8744c1d14ffffff,0,Hex
8744c3912ffffff,0,Hex
8744c3151ffffff,13,Hex
8744c1d15ffffff,0,Hex
8744c3913ffffff,0,Hex
8744c3152ffffff,2,Hex
8744c3914ffffff,3,Hex
8744c1d16ffffff,12,Hex
8744c3154ffffff,4,Hex
8744c3915ffffff,1,Hex
8744c1d18ffffff,14,Hex
8744c3916ffffff,0,Hex
8744c3156ffffff,4,Hex
8744c3918ffffff,8,Hex
8744c1d1affffff,1,Hex
8744c3919ffffff,4,Hex
8744c3158ffffff,1,Hex
8744c1d1bffffff,0,Hex
8744c3159ffffff,12,Hex
8744c1d1cffffff,4,Hex
8744c315affffff,4,Hex
8744c391affffff,0,Hex
8744c1d1dffffff,10,Hex
8744c391bffffff,0,Hex
8744c315bffffff,6,Hex
8744c391cffffff,13,Hex
8744c1d1effffff,1,Hex
8744c391dffffff,32,Hex
8744c315cffffff,0,Hex
8744c391effffff,1,Hex
8744c1d20ffffff,14,Hex
8744c3920ffffff,27,Hex
8744c315dffffff,3,Hex
8744c1d21ffffff,11,Hex
8744c3921ffffff,13,Hex
8744c315effffff,1,Hex
8744c1d22ffffff,7,Hex
8744c3922ffffff,5,Hex
8744c3160ffffff,1,Hex
8744c3923ffffff,2,Hex
8744c1d23ffffff,3,Hex
8744c3924ffffff,0,Hex
8744c3161ffffff,1,Hex
8744c1d24ffffff,20,Hex
8744c3163ffffff,0,Hex
8744c1d25ffffff,13,Hex
8744c3164ffffff,10,Hex
8744c1d26ffffff,3,Hex
8744c3168ffffff,36,Hex
8744c1d28ffffff,0,Hex
8744c3169ffffff,95,Hex
8744c1d29ffffff,7,Hex
8744c316affffff,27,Hex
8744c1d2affffff,13,Hex
8744c316bffffff,17,Hex
8744c1d2bffffff,9,Hex
8744c316cffffff,0,Hex
8744c1d2cffffff,6,Hex
8744c316dffffff,1,Hex
8744c1d2dffffff,2,Hex
8744c316effffff,3,Hex
8744c1d2effffff,2,Hex
8744c3170ffffff,5,Hex
8744c1d30ffffff,9,Hex
8744c3171ffffff,1,Hex
8744c1d31ffffff,4,Hex
8744c3172ffffff,1,Hex
8744c1d32ffffff,2,Hex
8744c3173ffffff,4,Hex
